locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCNMIJMK_00722	tRNA	76				tRNA-Lys(ttt)
FCNMIJMK_00723	tRNA	76				tRNA-Val(tac)
FCNMIJMK_00724	tRNA	76				tRNA-Lys(ttt)
FCNMIJMK_00725	tRNA	76				tRNA-Val(tac)
FCNMIJMK_00726	tRNA	76				tRNA-Lys(ttt)
FCNMIJMK_00727	tRNA	76				tRNA-Lys(ttt)
FCNMIJMK_00728	tRNA	76				tRNA-Lys(ttt)
FCNMIJMK_00729	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
FCNMIJMK_00730	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
FCNMIJMK_00731	CDS	942	zitB		COG1230	Zinc transporter ZitB
FCNMIJMK_00732	CDS	381				hypothetical protein
FCNMIJMK_00733	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
FCNMIJMK_00734	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
FCNMIJMK_00735	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
FCNMIJMK_00736	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
FCNMIJMK_00737	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
FCNMIJMK_00738	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FCNMIJMK_00739	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
FCNMIJMK_00740	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
FCNMIJMK_00741	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
FCNMIJMK_00742	CDS	774	modA		COG0725	Molybdate-binding protein ModA
FCNMIJMK_00743	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
FCNMIJMK_00744	CDS	1059	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FCNMIJMK_00745	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
FCNMIJMK_00746	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
FCNMIJMK_00747	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
FCNMIJMK_00748	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
FCNMIJMK_00749	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
FCNMIJMK_00750	CDS	2262	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
FCNMIJMK_00751	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
FCNMIJMK_00752	CDS	1071	xerC_1			Tyrosine recombinase XerC
FCNMIJMK_00753	CDS	168				hypothetical protein
FCNMIJMK_00754	CDS	285				hypothetical protein
FCNMIJMK_00755	CDS	285				hypothetical protein
FCNMIJMK_00756	CDS	180				hypothetical protein
FCNMIJMK_00757	CDS	126				hypothetical protein
FCNMIJMK_00758	CDS	549				hypothetical protein
FCNMIJMK_00759	CDS	552				hypothetical protein
FCNMIJMK_00760	CDS	1623				hypothetical protein
FCNMIJMK_00761	CDS	762				hypothetical protein
FCNMIJMK_00762	CDS	486				hypothetical protein
FCNMIJMK_00763	CDS	396				hypothetical protein
FCNMIJMK_00764	CDS	1026				hypothetical protein
FCNMIJMK_00765	CDS	903				hypothetical protein
FCNMIJMK_00766	CDS	1146				hypothetical protein
FCNMIJMK_00767	CDS	477				hypothetical protein
FCNMIJMK_00768	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
FCNMIJMK_00769	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
FCNMIJMK_00770	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
FCNMIJMK_00771	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
FCNMIJMK_00772	CDS	678	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
FCNMIJMK_00773	CDS	2022	uvrB		COG0556	UvrABC system protein B
FCNMIJMK_00774	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
FCNMIJMK_00775	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
FCNMIJMK_00776	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
FCNMIJMK_00777	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
FCNMIJMK_00778	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
FCNMIJMK_00779	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
FCNMIJMK_00780	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
FCNMIJMK_00781	CDS	714				hypothetical protein
FCNMIJMK_00782	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
FCNMIJMK_00783	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
FCNMIJMK_00784	CDS	762				hypothetical protein
FCNMIJMK_00785	CDS	411	ybhQ			Inner membrane protein YbhQ
FCNMIJMK_00786	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
FCNMIJMK_00787	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
FCNMIJMK_00788	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
FCNMIJMK_00789	CDS	996				hypothetical protein
FCNMIJMK_00790	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
FCNMIJMK_00791	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
FCNMIJMK_00792	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
FCNMIJMK_00793	CDS	2286	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
FCNMIJMK_00794	CDS	963	ybiB		COG0547	putative protein YbiB
FCNMIJMK_00795	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
FCNMIJMK_00796	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
FCNMIJMK_00797	CDS	267	ybiI_1		COG1734	putative protein YbiI
FCNMIJMK_00798	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
FCNMIJMK_00799	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
FCNMIJMK_00800	CDS	261	mcbA			putative protein McbA
FCNMIJMK_00801	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
FCNMIJMK_00802	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
FCNMIJMK_00803	CDS	723	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
FCNMIJMK_00804	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
FCNMIJMK_00805	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
FCNMIJMK_00806	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
FCNMIJMK_00807	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
FCNMIJMK_00808	CDS	516	ompX_1		COG3637	Outer membrane protein X
FCNMIJMK_00809	CDS	1584	opgE_1	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
FCNMIJMK_00810	CDS	129	mntS			Small protein MntS
FCNMIJMK_00811	CDS	468	mntR		COG1321	Transcriptional regulator MntR
FCNMIJMK_00812	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
FCNMIJMK_00813	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
FCNMIJMK_00814	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
FCNMIJMK_00815	CDS	1266	ybiU			putative protein YbiU
FCNMIJMK_00816	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
FCNMIJMK_00817	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
FCNMIJMK_00818	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
FCNMIJMK_00819	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
FCNMIJMK_00820	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
FCNMIJMK_00821	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
FCNMIJMK_00822	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
FCNMIJMK_00823	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
FCNMIJMK_00824	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
FCNMIJMK_00825	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
FCNMIJMK_00826	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
FCNMIJMK_00827	CDS	2097	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
FCNMIJMK_00828	CDS	1329				hypothetical protein
FCNMIJMK_00829	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
FCNMIJMK_00830	CDS	384				hypothetical protein
FCNMIJMK_00831	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
FCNMIJMK_00832	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
FCNMIJMK_00833	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
FCNMIJMK_00834	CDS	759	deoR		COG1349	Deoxyribose operon repressor
FCNMIJMK_00835	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
FCNMIJMK_00836	CDS	1233	mdfA			Multidrug transporter MdfA
FCNMIJMK_00837	CDS	279				hypothetical protein
FCNMIJMK_00838	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
FCNMIJMK_00839	CDS	1128	ybjJ			Inner membrane protein YbjJ
FCNMIJMK_00840	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
FCNMIJMK_00841	CDS	333				hypothetical protein
FCNMIJMK_00842	CDS	1017	xerC_2			Tyrosine recombinase XerC
FCNMIJMK_00843	CDS	192				hypothetical protein
FCNMIJMK_00844	CDS	570				hypothetical protein
FCNMIJMK_00845	CDS	222				hypothetical protein
FCNMIJMK_00846	CDS	510				hypothetical protein
FCNMIJMK_00847	CDS	201				hypothetical protein
FCNMIJMK_00848	CDS	342				hypothetical protein
FCNMIJMK_00849	CDS	234				hypothetical protein
FCNMIJMK_00850	CDS	228	ybiI_2		COG1734	putative protein YbiI
FCNMIJMK_00851	CDS	858	dam_1	2.1.1.72	COG0338	DNA adenine methylase
FCNMIJMK_00852	CDS	2415				hypothetical protein
FCNMIJMK_00853	CDS	189				hypothetical protein
FCNMIJMK_00854	CDS	234				hypothetical protein
FCNMIJMK_00855	CDS	336				hypothetical protein
FCNMIJMK_00856	CDS	924				hypothetical protein
FCNMIJMK_00857	CDS	963				hypothetical protein
FCNMIJMK_00858	CDS	1026				hypothetical protein
FCNMIJMK_00859	CDS	1767				hypothetical protein
FCNMIJMK_00860	CDS	753				hypothetical protein
FCNMIJMK_00861	CDS	429				hypothetical protein
FCNMIJMK_00862	CDS	432				hypothetical protein
FCNMIJMK_00863	CDS	447				hypothetical protein
FCNMIJMK_00864	CDS	807				hypothetical protein
FCNMIJMK_00865	CDS	579				hypothetical protein
FCNMIJMK_00866	CDS	360				hypothetical protein
FCNMIJMK_00867	CDS	909				hypothetical protein
FCNMIJMK_00868	CDS	606				hypothetical protein
FCNMIJMK_00869	CDS	1623				hypothetical protein
FCNMIJMK_00870	CDS	438				hypothetical protein
FCNMIJMK_00871	CDS	603	tfaE			Prophage tail fiber assembly protein TfaE
FCNMIJMK_00872	CDS	540				hypothetical protein
FCNMIJMK_00873	CDS	276	hin		COG1961	DNA-invertase hin
FCNMIJMK_00874	CDS	369				hypothetical protein
FCNMIJMK_00875	CDS	219				hypothetical protein
FCNMIJMK_00876	CDS	1686	aspT_1			Aspartate/alanine antiporter
FCNMIJMK_00877	CDS	378	ybjM			Inner membrane protein YbjM
FCNMIJMK_00878	CDS	258	grxA		COG0695	Glutaredoxin 1
FCNMIJMK_00879	CDS	288				hypothetical protein
FCNMIJMK_00880	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
FCNMIJMK_00881	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
FCNMIJMK_00882	CDS	477	ybjN			putative protein YbjN
FCNMIJMK_00883	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
FCNMIJMK_00884	CDS	1134	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
FCNMIJMK_00885	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
FCNMIJMK_00886	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
FCNMIJMK_00887	CDS	489	ybjO			Inner membrane protein YbjO
FCNMIJMK_00888	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
FCNMIJMK_00889	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
FCNMIJMK_00890	CDS	669	artM		COG4160	Arginine ABC transporter permease protein ArtM
FCNMIJMK_00891	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
FCNMIJMK_00892	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
FCNMIJMK_00893	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
FCNMIJMK_00894	CDS	516	ybjP			putative lipoprotein YbjP
FCNMIJMK_00895	CDS	324				hypothetical protein
FCNMIJMK_00896	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
FCNMIJMK_00897	CDS	1014	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
FCNMIJMK_00898	CDS	1431				hypothetical protein
FCNMIJMK_00899	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
FCNMIJMK_00900	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
FCNMIJMK_00901	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
FCNMIJMK_00902	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
FCNMIJMK_00903	CDS	900	lysO		COG2431	Lysine exporter LysO
FCNMIJMK_00904	CDS	696	aqpZ		COG0580	Aquaporin Z
FCNMIJMK_00905	CDS	1659				hypothetical protein
FCNMIJMK_00906	CDS	993				hypothetical protein
FCNMIJMK_00907	CDS	1098	macA		COG0845	Macrolide export protein MacA
FCNMIJMK_00908	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
FCNMIJMK_00909	CDS	225	cspD		COG1278	Cold shock-like protein CspD
FCNMIJMK_00910	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
FCNMIJMK_00911	CDS	2133	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
FCNMIJMK_00912	tRNA	88				tRNA-Ser(gga)
FCNMIJMK_00913	CDS	219	infA		COG0361	Translation initiation factor IF-1
FCNMIJMK_00914	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
FCNMIJMK_00915	CDS	1722	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
FCNMIJMK_00916	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
FCNMIJMK_00917	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
FCNMIJMK_00918	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
FCNMIJMK_00919	CDS	4029	ftsK		COG1674	DNA translocase FtsK
FCNMIJMK_00920	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
FCNMIJMK_00921	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
FCNMIJMK_00922	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
FCNMIJMK_00923	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
FCNMIJMK_00924	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
FCNMIJMK_00925	CDS	864	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
FCNMIJMK_00926	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
FCNMIJMK_00927	CDS	1149	ycaD			putative MFS-type transporter YcaD
FCNMIJMK_00928	CDS	1431	ycaM		COG0531	Inner membrane transporter YcaM
FCNMIJMK_00929	CDS	909	pgrR_1			HTH-type transcriptional regulator PgrR
FCNMIJMK_00930	CDS	591	azoR_1	1.7.1.17		FMN-dependent NADH-azoreductase
FCNMIJMK_00931	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
FCNMIJMK_00932	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
FCNMIJMK_00933	CDS	858	focA		COG2116	putative formate transporter 1
FCNMIJMK_00934	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
FCNMIJMK_00935	CDS	693				hypothetical protein
FCNMIJMK_00936	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
FCNMIJMK_00937	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
FCNMIJMK_00938	CDS	765	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
FCNMIJMK_00939	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
FCNMIJMK_00940	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
FCNMIJMK_00941	CDS	285	ihfB		COG0776	Integration host factor subunit beta
FCNMIJMK_00942	CDS	2265				hypothetical protein
FCNMIJMK_00943	CDS	1749	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
FCNMIJMK_00944	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
FCNMIJMK_00945	CDS	1233				hypothetical protein
FCNMIJMK_00946	CDS	183				hypothetical protein
FCNMIJMK_00947	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
FCNMIJMK_00948	CDS	894				hypothetical protein
FCNMIJMK_00949	CDS	780				hypothetical protein
FCNMIJMK_00950	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
FCNMIJMK_00951	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
FCNMIJMK_00952	CDS	705	mukE		COG3095	Chromosome partition protein MukE
FCNMIJMK_00953	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
FCNMIJMK_00954	CDS	1848	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
FCNMIJMK_00955	CDS	549				hypothetical protein
FCNMIJMK_00956	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
FCNMIJMK_00957	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
FCNMIJMK_00958	CDS	1089	ompF		COG3203	Outer membrane porin F
FCNMIJMK_00959	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
FCNMIJMK_00960	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
FCNMIJMK_00961	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
FCNMIJMK_00962	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
FCNMIJMK_00963	CDS	792	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
FCNMIJMK_00964	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
FCNMIJMK_00965	CDS	960	ssuA			Putative aliphatic sulfonates-binding protein
FCNMIJMK_00966	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
FCNMIJMK_00967	CDS	540	elfA			Fimbrial subunit ElfA
FCNMIJMK_00968	CDS	702	elfD		COG3121	putative fimbrial chaperone protein ElfD
FCNMIJMK_00969	CDS	2601	elfC		COG3188	putative outer membrane usher protein ElfC
FCNMIJMK_00970	CDS	1071	elfG		COG3539	putative fimbrial-like protein ElfG
FCNMIJMK_00971	CDS	543	ycbU		COG3539	putative fimbrial-like protein YcbU
FCNMIJMK_00972	CDS	564	ycbV		COG3539	putative fimbrial-like protein YcbV
FCNMIJMK_00973	CDS	690	ycbF		COG3121	putative fimbrial chaperone YcbF
FCNMIJMK_00974	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
FCNMIJMK_00975	CDS	543	zapC			Cell division protein ZapC
FCNMIJMK_00976	CDS	1110	ycbX		COG0633	putative protein YcbX
FCNMIJMK_00977	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
FCNMIJMK_00978	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
FCNMIJMK_00979	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
FCNMIJMK_00980	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
FCNMIJMK_00981	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
FCNMIJMK_00982	CDS	168	rmf		COG3130	Ribosome modulation factor
FCNMIJMK_00983	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
FCNMIJMK_00984	CDS	1761	lon_2	3.4.21.53		Lon protease
FCNMIJMK_00985	CDS	453	matP		COG3120	Macrodomain Ter protein
FCNMIJMK_00986	CDS	1041	ompA		COG2885	Outer membrane protein A
FCNMIJMK_00987	CDS	510	sulA		COG5404	Cell division inhibitor SulA
FCNMIJMK_00988	CDS	630	sxy		COG3070	Protein Sxy
FCNMIJMK_00989	CDS	2163	yccS		COG1289	Inner membrane protein YccS
FCNMIJMK_00990	CDS	447	yccF		COG3304	Inner membrane protein YccF
FCNMIJMK_00991	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
FCNMIJMK_00992	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
FCNMIJMK_00993	CDS	663				hypothetical protein
FCNMIJMK_00994	CDS	414	yccU		COG1832	putative protein YccU
FCNMIJMK_00995	CDS	318	hspQ		COG3785	Heat shock protein HspQ
FCNMIJMK_00996	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
FCNMIJMK_00997	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
FCNMIJMK_00998	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
FCNMIJMK_00999	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
FCNMIJMK_01000	tRNA	88				tRNA-Ser(tga)
FCNMIJMK_01001	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
FCNMIJMK_01002	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
FCNMIJMK_01003	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
FCNMIJMK_01004	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
FCNMIJMK_01005	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
FCNMIJMK_01006	CDS	858				hypothetical protein
FCNMIJMK_01007	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
FCNMIJMK_01008	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
FCNMIJMK_01009	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
FCNMIJMK_01010	CDS	1299	appA			Periplasmic AppA protein
FCNMIJMK_01011	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
FCNMIJMK_01012	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
FCNMIJMK_01013	CDS	1161				hypothetical protein
FCNMIJMK_01014	CDS	2097				hypothetical protein
FCNMIJMK_01015	CDS	747				hypothetical protein
FCNMIJMK_01016	CDS	645	gfcB_1			putative lipoprotein GfcB
FCNMIJMK_01017	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
FCNMIJMK_01018	CDS	213	cspG		COG1278	Cold shock-like protein CspG
FCNMIJMK_01019	CDS	174	gnsA_1			Protein GnsA
FCNMIJMK_01020	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
FCNMIJMK_01021	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
FCNMIJMK_01022	CDS	1029	torT		COG1879	Periplasmic protein TorT
FCNMIJMK_01023	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
FCNMIJMK_01024	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
FCNMIJMK_01025	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
FCNMIJMK_01026	CDS	600	torD		COG3381	Chaperone protein TorD
FCNMIJMK_01027	CDS	306	cbpM			Chaperone modulatory protein CbpM
FCNMIJMK_01028	CDS	921	cbpA		COG2214	Curved DNA-binding protein
FCNMIJMK_01029	CDS	1260				hypothetical protein
FCNMIJMK_01030	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
FCNMIJMK_01031	CDS	228	yccJ			putative protein YccJ
FCNMIJMK_01032	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
FCNMIJMK_01033	CDS	174				hypothetical protein
FCNMIJMK_01034	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
FCNMIJMK_01035	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
FCNMIJMK_01036	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
FCNMIJMK_01037	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
FCNMIJMK_01038	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
FCNMIJMK_01039	CDS	696	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
FCNMIJMK_01040	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
FCNMIJMK_01041	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
FCNMIJMK_01042	CDS	3963	putA		COG0506	Bifunctional protein PutA
FCNMIJMK_01043	CDS	210				hypothetical protein
FCNMIJMK_01044	CDS	1509	putP		COG0591	Sodium/proline symporter
FCNMIJMK_01045	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
FCNMIJMK_01046	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
FCNMIJMK_01047	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
FCNMIJMK_01048	CDS	1065	phoH		COG1702	Protein PhoH
FCNMIJMK_01049	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
FCNMIJMK_01050	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
